Date,Type,Fund,Campaign,Appeal,Zip,Account Number,Quarter,DayOfWeek,Season,Proximity to Holiday,5 Day Window Type Mode,5 Day Window Appeal Mode,5 Day Window Campaign Mode,5 Day Window Fund Mode,5_Day_Window_Count
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590.0,5,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53705.0,2372,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53713.0,4736,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53716.0,214,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593.0,300,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593.0,220,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53726.0,529,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,21,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527.0,13940,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,511,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53716.0,80,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,47,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53719.0,43,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711.0,15476,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,1244,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53716.0,5568,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53598.0,416,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Donation,Unrestricted,Support The River,Service Org Multi Channel,53575.0,20120,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53534.0,650,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53532.0,4381,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53534.0,650,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53719.0,6605,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Donation,Unrestricted,In-Kind,Individual Multi Channel,53711.0,2401,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597.0,2459,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593.0,1363,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,66049.0,18806,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,2288,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,338,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,338,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Donation,Unrestricted,Support The River,Business Multi Channel,53711.0,3496,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590.0,292,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,1392,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Mailing,53718.0,2499,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,13879,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593.0,14405,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597.0,281,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597.0,281,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,3,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-05,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562.0,19097,2,2,3,29,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,133
2024-06-04,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53716.0,3852,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-04,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53590.0,5597,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-04,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,23,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-04,Donation,Unrestricted,Support The River,Individual Online,53703.0,20100,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-04,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53705.0,2796,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-04,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53705.0,19125,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-04,Donation,Unrestricted,Support The River,Foundation Multi Channel,94023.0,19126,2,1,3,30,Donation,Individual Online,Support The River,Unrestricted,127
2024-06-03,Donation,Unrestricted,Support The River,Business Multi Channel,53705.0,2607,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53527.0,1427,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783.0,14992,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53704.0,20093,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53532.0,17026,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,14993,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783.0,1883,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,15256,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,9080,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,18985,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,1880,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,18750,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,1879,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,18983,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,7849,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,1882,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53590.0,1451,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Online,53534.0,20094,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53783.0,1883,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,14993,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53783.0,14992,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53590.0,1451,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53704.0,9396,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,1882,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,7849,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,3473,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,15106,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,18983,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,15106,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,1879,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,9080,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,1880,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53705.0,2689,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,In-Kind,Business Multi Channel,53716.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,20124,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Foundation Multi Channel,94023.0,19126,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,20110,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53562.0,1845,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,19590,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53704.0,1895,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,20105,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,3473,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,20104,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,20104,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,3342,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,3342,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Business Multi Channel,45040.0,6897,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,18750,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,18985,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53590.0,13884,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53715.0,318,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Foundation Multi Channel,53705.0,1930,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,19049,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53705.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705.0,338,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Individual Multi Channel,53527.0,1427,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-03,Donation,Unrestricted,Support The River,Business Multi Channel,53705.0,20103,2,0,3,31,Donation,Individual Online,Support The River,Unrestricted,177
2024-06-02,Donation,Unrestricted,Support The River,Individual Online,53590.0,244,2,6,3,32,Donation,Individual Online,Support The River,Unrestricted,146
2024-06-02,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53718.0,3244,2,6,3,32,Donation,Individual Online,Support The River,Unrestricted,146
2024-06-02,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53718.0,3900,2,6,3,32,Donation,Individual Online,Support The River,Unrestricted,146
2024-06-02,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,3369,2,6,3,32,Donation,Individual Online,Support The River,Unrestricted,146
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,19736,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53714.0,1219,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53502.0,284,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562.0,324,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,8,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53705.0,387,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53705.0,1450,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,311,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,223,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,33573.0,9,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,734,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,5612,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53719.0,537,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718.0,13883,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718.0,1069,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597.0,530,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Unrestricted,Support The River,Individual Online,53719.0,5764,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53717.0,3569,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53717.0,349,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,729,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527.0,648,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558.0,13989,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53717.0,347,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590.0,49,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,13881,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711.0,19,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558.0,13,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590.0,3642,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527.0,77,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Munch,Support The River,Individual Online,53704.0,617,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,2581,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53716.0,214,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Unrestricted,Support The River,Individual Online,53704.0,621,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,625,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,18770,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Unrestricted,Support The River,Individual Online,53919.0,230,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53717.0,396,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,3350,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711.0,329,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53532.0,246,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Unrestricted,Support The River,Individual Online,53704.0,4076,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711.0,15518,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Unrestricted,Support The River,Individual Multi Channel,53704.0,744,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562.0,3163,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,4895,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,11,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53590.0,6198,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704.0,3185,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,4328,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,221,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53572.0,1290,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53713.0,2338,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,97138.0,4116,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,15375,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,15767,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711.0,14218,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703.0,9233,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53705.0,6985,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-06-01,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704.0,1868,2,5,3,33,Donation,Individual Online,Support The River,Unrestricted,144
2024-05-31,Donation,Unrestricted,Support The River,Individual Multi Channel,53714.0,1936,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53705.0,4820,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53598.0,4554,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Unrestricted,Support The River,Individual Multi Channel,53704.0,20097,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53705.0,20099,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53704.0,2354,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53717.0,55,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Unrestricted,Support The River,Individual Multi Channel,53718.0,1938,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
2024-05-31,Donation,Unrestricted,Support The River,Individual Multi Channel,53560.0,270,2,4,2,34,Donation,Individual Online,Support The River,Unrestricted,87
