Date,Type,Fund,Campaign,Appeal,Zip,Account Number,Quarter,DayOfWeek,Season,Proximity to Holiday,5 Day Window Type Mode,5 Day Window Appeal Mode,5 Day Window Campaign Mode,5 Day Window Fund Mode,5_Day_Window_Count
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,1880,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53527,1427,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,14974,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,18985,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,18983,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,18750,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,1880,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,18983,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,15256,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,338,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53704,20012,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,7849,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53714,1936,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Online,53590,1779,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53718,1938,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,338,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,1879,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,18750,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,1882,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,338,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,3473,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,9080,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,3342,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53705,20031,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,11238,20028,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,338,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,338,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,15106,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,18985,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53590,1451,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,3342,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,14993,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,1879,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53704,20026,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53783,14992,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,7849,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53703,6886,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,9396,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53705,2607,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,14993,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,15106,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783,14992,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783,1883,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,9080,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53783,1883,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53532,17026,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,3473,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53527,1427,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/30/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,1882,2,1,2,27,Donation,Individual Online,Support The River,Unrestricted,119
4/29/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,307,2,0,2,28,Donation,Individual Multi Channel,Support The River,Unrestricted,116
4/28/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53717,3672,2,6,2,29,Donation,Individual Multi Channel,Support The River,Unrestricted,68
4/28/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,5448,2,6,2,29,Donation,Individual Multi Channel,Support The River,Unrestricted,68
4/28/2024,Donation,Cap Camp Operational Res,2023-2024 Recipe for Hope,Individual Online,53590,244,2,6,2,29,Donation,Individual Multi Channel,Support The River,Unrestricted,68
4/27/2024,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53716,3568,2,5,2,30,Donation,Individual Multi Channel,Support The River,Unrestricted,23
4/26/2024,Donation,Unrestricted,Support The River,Individual Online,53718,84,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,In-Kind,Business Event,53703,18990,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,305,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53590,15254,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53718,225,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53558,3663,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53715,318,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53716,15467,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Payroll,53704,5546,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,302,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,5546,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/26/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,9355,2,4,2,31,Donation,Individual Multi Channel,Support The River,Unrestricted,32
4/25/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,55424,14061,2,3,2,32,Donation,Individual Multi Channel,Support The River,Unrestricted,35
4/25/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590,2692,2,3,2,32,Donation,Individual Multi Channel,Support The River,Unrestricted,35
4/25/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53705,20013,2,3,2,32,Donation,Individual Multi Channel,Support The River,Unrestricted,35
4/25/2024,Donation,Unrestricted,Support The River,Business Event,53703,18990,2,3,2,32,Donation,Individual Multi Channel,Support The River,Unrestricted,35
4/25/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,338,2,3,2,32,Donation,Individual Multi Channel,Support The River,Unrestricted,35
4/25/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,338,2,3,2,32,Donation,Individual Multi Channel,Support The River,Unrestricted,35
4/24/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,344,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711,229,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Donation,Unrestricted,Support The River,Business Event,53704,20012,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Donation,Cap Camp Operational Res,2023-2024 Recipe for Hope,Individual Online,7756,20009,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Recurring Donation Schedule,Unrestricted,Support The River,Individual Online,53704,11,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,376,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Donation,Unrestricted,Support The River,Foundation Multi Channel,53718,2026,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53704,4246,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53549,13920,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/24/2024,Donation,Unrestricted,In-Kind,Individual Multi Channel,53711,2401,2,2,2,33,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,39
4/23/2024,Donation,Unrestricted,Support The River,Foundation Multi Channel,53705,309,2,1,2,34,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,32
4/23/2024,Donation,Unrestricted,In-Kind,Business Multi Channel,53711,20038,2,1,2,34,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,32
4/23/2024,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53527,5021,2,1,2,34,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,32
4/23/2024,Donation,Unrestricted,Support The River,Individual Online,7901,20008,2,1,2,34,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,32
4/23/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,309,2,1,2,34,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,32
4/23/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53703,310,2,1,2,34,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,32
4/22/2024,Donation,Unrestricted,In-Kind,Business Multi Channel,53716,338,2,0,2,35,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,53
4/22/2024,Donation,Unrestricted,Support The River,Individual Online,53901,20007,2,0,2,35,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,53
4/22/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,20061,2,0,2,35,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,53
4/22/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,312,2,0,2,35,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,53
4/22/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53590,313,2,0,2,35,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,53
4/21/2024,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53562,3712,2,6,2,36,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,46
4/21/2024,Donation,Unrestricted,Support The River,Individual Online,53703,19768,2,6,2,36,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,46
4/21/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,94105,20096,2,6,2,36,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,46
4/21/2024,Donation,Unrestricted,Support The River,Individual Online,53590,244,2,6,2,36,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,46
4/21/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53589,4278,2,6,2,36,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,46
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,1888,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593,7903,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590,1869,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53531,249,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53714,637,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703,737,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,398,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558,539,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53705,6,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,2524,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562,74,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718,79,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,1047,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,5497,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53703,19692,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,1888,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590,5002,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718,15429,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53717,19178,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53949,15606,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,2646,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704,3006,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597,19299,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597,9719,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Donation,Unrestricted,Support The River,Individual Online,53562,13912,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53717,19178,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/20/2024,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53705,57,2,5,2,37,Recurring Donation Payment,Individual Online,Support The River,Unrestricted,51
4/19/2024,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704,677,2,4,2,38,Donation,Individual Multi Channel,Support The River,Unrestricted,49
4/19/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53527,674,2,4,2,38,Donation,Individual Multi Channel,Support The River,Unrestricted,49
4/19/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,2492,2,4,2,38,Donation,Individual Multi Channel,Support The River,Unrestricted,49
4/18/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53705,14000,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53534,650,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,338,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53711,3496,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53534,650,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705,338,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53703,421,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,Support The River,Individual Online,53562,13912,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,Support The River,Business Event,53704,527,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53711,14036,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/18/2024,Donation,Unrestricted,In-Kind,Business Multi Channel,53593,15054,2,3,2,39,Donation,Individual Multi Channel,Support The River,Unrestricted,46
4/17/2024,Donation,Unrestricted,Support The River,Individual Online,55116,19998,2,2,2,40,Donation,Individual Multi Channel,Support The River,Unrestricted,68
4/17/2024,Donation,Unrestricted,In-Kind,Individual Multi Channel,53711,2401,2,2,2,40,Donation,Individual Multi Channel,Support The River,Unrestricted,68
4/17/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53711,724,2,2,2,40,Donation,Individual Multi Channel,Support The River,Unrestricted,68
4/16/2024,Donation,Unrestricted,Support The River,Individual Online,53562,13912,2,1,2,41,Donation,Individual Multi Channel,Support The River,Unrestricted,66
4/16/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53718,225,2,1,2,41,Donation,Individual Multi Channel,Support The River,Unrestricted,66
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53593,438,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,481,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,444,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53593,2029,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,In-Kind,Business Multi Channel,53716,338,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53532,1445,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Business Multi Channel,53704,3710,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53597,451,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53589,471,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,431,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53593,445,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,85374,2423,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,448,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,2742,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,4,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,506,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,497,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53703,482,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53711,487,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,430,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,55346,437,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,483,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53711,493,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53597,502,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53718,700,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,32966,2030,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53590,2986,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53597,28,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,624,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53597,1127,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,434,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,20036,9703,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705,57,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53705,457,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,470,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53708,673,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53711,476,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53704,248,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53704,477,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
4/15/2024,Donation,Unrestricted,Support The River,Individual Multi Channel,53711,441,2,0,2,42,Donation,Individual Multi Channel,Support The River,Unrestricted,55
